word,pronunciation,meaning1,meaning2,meaning3
legitimate,li'dʤitimit,hợp pháp,chính đáng; chính thống,"có lý, hợp lôgic"
bankruptcy,'bæɳkrəptsi,"sự vỡ nợ, sự phá sản","sự mất hoàn toàn (danh sự, tiếng tăm...)",
offense,ə'fens,"(từ Mỹ,nghĩa Mỹ) (như) offence",,
presidential,",prezi'denʃəl","(thuộc) chủ tịch; (từ Mỹ,nghĩa Mỹ) (thuộc) tổng thống",,
label,'leibl,"nhãn, nhãn hiệu",danh hiệu; chiêu bài,(pháp lý) phân bổ chính (của một văn kiện)
flexibility,flexibility,"tính chất dẻo, tính chất mền dẻo, tính dễ uốn","tính dễ sai khiến, tính đễ thuyết phục, tính dễ uốn nắn","tính linh động, tính linh hoạt"
merchandise,'mə:tʃəndaiz,hàng hoá,buôn bán,
editorial,",edi'tɔ:riəl",(thuộc) công tác thu thập và xuất bản,(thuộc) chủ bút (báo...),bài xã luận (của một tờ báo...)
evidently,,"hiển nhiên, rõ ràng",,
grains,greinz,xiên đâm cá,,
forestry,'fɔristri,miền rừng,lâm học,
worship,'wə:ʃip,"(tôn giáo) sự thờ cúng, sự cúng bái","sự tôn kính, sự suy tôn, sự tôn sùng",ngài
extract,'ekstrækt - iks'trækt,iks'trækt/,đoạn trích,(hoá học) phần chiết
hay,hei,cỏ khô (cho súc vật ăn),"(từ Mỹ,nghĩa Mỹ),  (từ lóng) đi nằm, đi ngủ",(xem) needle
insufficient,",insə'fiʃənt","không đủ, thiếu",,
colonial,kə'lounjəl,thuộc địa; thực dân,tên thực dân,
skilled,skild,"(từ hiếm,nghĩa hiếm) khéo léo, lành nghề",,
feedback,'fi:dbæk,(raddiô) sự nối tiếp,(điện học) sự hoàn ngược,
divorce,di'vɔ:s,sự ly dị,"(nghĩa bóng) sự lìa ra, sự tách ra",cho ly dị; ly dị (chồng vợ...)
revolutionary,",revə'lu:ʃnəri",cách mạng,nhà cách mạng,
archives,'ɑ:kitreiv,văn thư lưu trữ,cơ quan lưu trữ,
deposition,",depə'ziʃn",sự phế truất (vua...); sự hạ bệ,sự cung khai; sự cung cấp bằng chứng; lời cung khai,sự lắng đọng
deduction,di'dʌkʃn,"sự lấy đi, sự khấu đi, sự trừ đi","sự suy ra, sự luận ra, sự suy luận, sự suy diễn",điều suy luận
seldom,'seldəm,"ít khi, hiếm khi",,
heritage,,"tài sản thừa kế, di sản","<kinh thánh> nhà thờ, giáo hội",
gently,'dʤentli,"nhẹ nhàng, êm ái, dịu dàng",chầm chậm,
beneficial,",beni'fiʃəl",có ích; có lợi; tốt,(pháp lý) sinh hoa lợi (tài sản),
selective,si'lektiv,"có lựa chọn, có chọn lọc, có tuyển lựa",,
counter,'kauntə,"quầy hàng, quầy thu tiền",ghi sê (ngân hàng),"bàn tính, máy tính"
offset,'ɔ:fset,"chồi cây, mầm cây","núi ngang, hoành sơn","sự đền bù, sự bù đắp"
integrated,,"được lấy tích phân, được hợp nhất lại; được nhóm lại",,
landing,'lændiɳ,"sự đổ bộ, sự ghé vào bờ (tàu biển, thuyền bè); sự hạ cánh (máy bay)","bến, nơi đổ",đầu cầu thang
rigid,'ridʤid,cứng,"(nghĩa bóng) cứng rắn, cứng nhắc",
subscription,səb'skripʃn,"sự quyên góp (tiền); số tiền quyên góp, số tiền đóng",tiền đóng trước (để mua cái gì...),sự mua báo dài hạn
poultry,'poultri,"gà vẹt, chim nuôi",,
combustion,kəm'bʌstʃn,sự đốt cháy; sự cháy,,
vegetation,",vedʤi'teiʃn","cây cối, cây cỏ, thực vật",(sinh vật học) sự sinh dưỡng,(y học) sùi
maturity,mə'tjuəriti,"tính chín; tính thành thực, tính trưởng thành","tính cẩn thận, tính chín chắn, tính kỹ càng",(thương nghiệp) kỳ hạn phải thanh toán
binding,'baindiɳ,"sự liên kết, sự ghép lại, sự gắn lại, sự trói lại, sự buộc lại, sự bó lại",sự đóng sách,bìa sách
infinite,'infinit,"không bờ bến, vô tận; vô vàn (infinite danh từ số nhiều) không đếm được, hằng hà sa số",(toán học) vô hạn,cái không có bờ bến
prospect,prospect,"cảnh, toàn cảnh, viễn cảnh",viễn tượng,"hy vọng ở tương lai, triển vọng tương lai, tiền đồ"
accumulation,"ə,kju:mju'leiʃ","sự chất đống, sự chồng chất, sự tích luỹ, sự tích lại, sự tích tụ, sự góp nhặt","sự làm giàu, sự tích của",sự tích thêm vốn (do lãi ngày một đẻ ra)
dual,'dju:əl,"hai, lưỡng, kép, đôi; hai mặt; gấp đôi; tay đôi",(ngôn ngữ học) đôi,(toán học) đối ngẫu
arbitrary,'ɑ:bitrəri,"chuyên quyền, độc đoán","tuỳ ý, tự ý",không bị bó buộc
metabolism,me'tæbəlizm,(sinh vật học) sự trao đổi chất,,
widow,'widou,"người đàn bà goá, qu phụ","giết chồng, giết vợ (ai); làm cho goá (chồng, vợ); cướp mất chồng, cướp mất vợ (ai)",(th ca) cướp mất (bạn...)
duly,'dʌli,"đúng dắn, thích đáng, chính đáng",đủ,"đúng giờ, đúng lúc"
verbal,'və:bəl,"(thuộc) từ, (thuộc) lời","bằng lời nói, bằng miệng","theo chữ một, từng chữ một (dịch)"
estimation,",esti'meiʃn",sự đánh giá; sự ước lượng,"sự kính mến, sự quý trọng",
elevation,",eli'veiʃn","sự nâng lên, sự đưa lên, sự giương lên; sự ngẩng lên; sự ngước lên",sự nâng cao (phẩm giá),(quân sự) góc nâng (góc giữa nòng súng và đường nằm ngang)
mix,miks,"trộn, trộn lẫn, pha lẫn, hoà lẫn",pha,"hợp vào, lẫn vào, hoà lẫn vào"
odd,ɔd,"(the odd) (thể dục,thể thao) cú đánh thêm (chơi gôn)",lẻ,cọc cạch
explicit,iks'plisit,"rõ ràng, dứt khoát",nói thẳng (người),(toán học) hiện
tribe,traib,bộ lạc,"lũ, bọn, tụi",(động vật học) tông
barrier,bæriə,"đặt vật chướng ngại (để chặn, phòng thủ)",chắn ngang,chắn lại không cho ra
methodology,",meθə'dɔlədʤi",phương pháp học,,
mercury,'mə:kjuri,thuỷ ngân,(Mercury) Thần Méc-cua,(Mercury) sao Thuỷ
conjunction,kən'dʤʌɳkʃn,"sự liên kết, sự kết hợp, sự tiếp hợp",cơ hội trùng hợp; sự kiện kết hợp,(ngôn ngữ học) liên từ
elimination,"i,limi'neiʃn","sự loại ra, sự loại trừ",(sinh vật học) sự bài tiết,sự lờ đi
vicinity,vi'siniti,"sự lân cận, sự tiếp cận",vùng lân cận,quan hệ gần gũi
exclusion,iks'klu:ʤn,"sự không cho vào (một nơi nào...), sự không cho hưởng (quyền...)",sự ngăn chận,sự loại trừ
hung,hæɳ,"sự cúi xuống, sự gục xuống","dốc, mặt dốc",cách treo (một vật gì)
tunnel,'tʌnl,đường hầm,hang (chuột...),ống (lò sưởi)
retention,ri'tenʃn,"sự giữ lại, sự cầm lại",sự duy trì,sự ghi nhớ; trí nhớ
thereon,ðeər'ɔn,"(từ cổ,nghĩa cổ) trên đó, trên ấy","ngay sau đó, tiếp theo đó; do đó",
custody,'kʌstədi,"sự coi sóc, sự chăm sóc, sự trông nom, sự canh giữ","sự bắt giam, sự giam cầm",giao ai cho nhà chức trách
oxidation,",ɔksidai'zeiʃn",(hoá học) sự oxy hoá,,
medieval,",medi'i:vəl",(thuộc) thời Trung cổ; kiểu trung cổ,,
eng,,"Peter, cử nhân khoa học (kỹ sư)",nước Anh (England),người Anh; tiếng Anh (English)
impose,im'pouz,"(+ on,  upon) đánh (thuế...); bắt chịu, bắt gánh vác, bắt cáng đáng","(+ upon) đánh lừa tống ấn, đánh lộn sòng, đánh tráo",(ngành in) lên khuôn (trang in)
specify,'spesifai,"chỉ rõ, ghi rõ, định rõ, ghi chú vào phần chi tiết kỹ thuật",,
successive,sək'sesiv,"kế tiếp; liên tiếp, liên tục; lần lượt",,
enzyme,'enzaim,"(hoá học),  (sinh vật học) Enzim",,
deck,dek,"boong tàu, sàn tàu","tầng trên, tầng nóc (xe buýt hai tầng)","(hàng không),  (từ lóng) đất, mặt đất"
outline,'autlain,"nét ngoài, đường nét","hình dáng, hình bóng","nét phác, nét đại cương; đề cương; sự vạch ra những nét chính (của một kế hoạch...)"
displacement,dis'pleismənt,"sự đổi chỗ, sự dời chỗ, sự chuyển chỗ","sự thải ra, sự cách chức (một công chức...)","sự chiếm chỗ, sự hất ra khỏi chỗ"
tuberculosis,"tju:,bə:kju'lousis",bệnh lao,,
electronics,ilek'trɔniks,điện tử học,,
potassium,pə'tæsjəm,(hoá học) kali,,
criterion,krai'tiəriən,tiêu chuẩn,,
lifetime,'laiftaim,"đời, cả cuộc đời",suốt đời,
testament,'testəmənt,"lời di chúc, chúc thư",(Testament) kinh thánh,
minimal,'miniml,rất nhỏ li ti,tối thiểu,
anterior,æn'tiəriə,"ở trước, đằng trước, phía trước",trước,
catalogue,'kætəlɔg,bản liệt kê mục lục,kẻ thành mục lục,chia thành loại
mobility,mou'biliti,"tính chuyển động, tính di động; tính lưu động","tính hay thay đổi, tính dễ biến đổi, tính biến đổi nhanh",
purchaser,'pə:tʃəsə,"người mua, người tậu",,
catalog,,Cách viết khác : catalogue,,
fabric,'fæbrik,công trình xây dựng,"giàn khung, kết cấu, cơ cấu ((nghĩa đen) & (nghĩa bóng))",vải ((thường) texile fabric)
scarcely,'skeəsli,"vừa vặn, vừa mới","chắc chắn là không, không",
engagement,in'geidʤmənt,"sự hứa hẹn, sự ước hẹn, sự cam kết, sự ràng buộc, sự hứa hôn",sự hứa gặp,"sự thuê mướn (người làm...), sự tuyển mộ"
vocational,vou'keiʃənl,(thuộc) nghề nghiệp,,
resistant,ri'zistənt,"chống cự, kháng cự, đề kháng","có sức chịu đựng, có sức bền, bền",
extraction,iks'trækʃn,sự trích (sách); sự chép (một đoạn trong sách),sự nhổ (răng...),"sự bòn rút, sự moi"
occupational,",ɔkju'peiʃənl",(thuộc) nghề nghiệp,,
underground,'ʌndəgraund,"dưới đất, ngầm","(nghĩa bóng) kín, bí mật","dưới đất, ngầm"
adequately,,"tương xứng, thích đáng, thoả đáng",,
junction,'dʤʌɳkʃn,"sự nối liền, sự gặp nhau","mối nối, chỗ nối; chỗ gặp nhau (của các con đường...)",(ngành đường sắt) ga đầu mối (nơi các đường xe lửa gặp nhau)
denial,di'naiəl,"sự từ chối, sự khước từ; sự phủ nhận",sự từ chối không cho (ai cái gì),"sự chối, sự không nhận"
quantum,'kwɔntəm,"phần, mức, ngạch; lượng, định lượng",(vật lý) lượng tử,(định ngữ) (vật lý) (thuộc) lượng tử
temporal,'tempərəl,(thuộc) thời gian,"(thuộc) trần tục, (thuộc) thế tục; (thuộc) thế gian",(giải phẫu) (thuộc) thái dương
prospective,prospective,"(thuộc) tương lai, sẽ tới về sau",,
restriction,ris'trikʃn,"sự hạn chế, sự giới hạn, sự thu hẹp",,
outlook,'autluk,"quang cảnh, viễn cảnh","cách nhìn, quan điểm","triển vọng, kết quả có thể đưa đến"
ease,i:z,"sự thanh thản, sự thoải mái; sự không bị ràng buộc","sự thanh nhàn, sự nhàn hạ","sự dễ dàng, dự thanh thoát"
reversed,,đảo ngược; nghịch đảo,,
collector,kə'lektə,"người thu thập, người sưu tầm; người thu (thuế, tiền...)",người đi quyên,"(kỹ thuật) cổ góp, vành góp, cực góp, ống góp"
actively,'æktivli,"tích cực hoạt động; nhanh nhẹn, linh lợi",có hiệu lực,
vitamin,'vitəmin,vitamin,,
interstate,'intəsteit,giữa các nước,,
territorial,",teri'tɔ:riəl","(thuộc) đất đai, (thuộc) địa hạt, (thuộc) lãnh thổ","(thuộc) khu vực, (thuộc) vùng, (thuộc) miền","(Territorial) (từ Mỹ,nghĩa Mỹ) (thuộc) hạt (vùng chưa được hưởng những quyền lợi như một bang)"
cord,kɔ:d,dây thừng nhỏ,(giải phẫu) dây,đường sọc nối (ở vải)
accommodation,"ə,kɔmə'deiʃn","sự điều tiết, sự thích nghi, sự làm cho phù hợp",sự điều tiết (sức nhìn của mắt),"sự hoà giải, sự dàn xếp"
flux,flux,"sự chảy mạnh, sự tuôn ra",sự thay đổi liên tục,"(kỹ thuật) dòng, luồng"
ceiling,'si:liɳ,trần (nhà...),(hàng không) độ cao tối đa (của một máy bay),giá cao nhất; bậc lương cao nhất
injured,'indʤəd,"bị tổn thương, bị làm hại, bị thương",bị xúc phạm,"tỏ vẻ bị xúc phạm, tỏ vẻ mếch lòng"
flame,fleim,ngọn lửa,ánh hồng,"cơn, cơn bừng bừng"
inferior,in'fiəriə,dưới,"thấp hơn, kém; thấp kém, tồi (vật...)","(thực vật học) hạ, dưới (bầu hoa)"
spouse,spauz,"(thơ ca); (từ cổ,nghĩa cổ) chồng; vợ",,
enforce,in'fɔ:s,"làm cho có hiệu lực, làm cho có sức mạnh (một lý lẽ), đòi cho được (một yêu sách)","(+ upon) ép làm, thúc ép, ép buộc (một việc gì)","bắt tôn trọng, bắt tuân theo; đem thi hành (luật lệ)"
ref,,"<thể>, <pháp><thgt> trọng tài",vt của reference tham chiếu; có liên quan tới; về việc,
wounded,'wu:ndid,bị thương,"bị tổn thương, bị xúc phạm",the wounded những người bị thương
sociology,",sousi'ɔlədʤi",xã hội học,,
liquor,'likə,chất lỏng,rượu,(từ lóng) cốc rượu nhỏ; hớp rượu
commissions,,(Econ) Xem COMPENSATION RULES,,
sharply,,"sắt, nhọn, bén","rõ nghĩa, dễ nhận, rõ ràng, sắc nét","thình lình, đột ngột (về đoạn cong, đường cong, dốc )"
hunting,'hʌntiɳ,sự đi săn,"sự lùng sục, sự tìm kiếm",sự lùng săn (lùng sục một vùng để săn)
suffering,'sʌfəriɳ,"sự đau đớn, sự đau khổ","đau đớn, đau khổ",
venture,'ventʃə,"việc mạo hiểm, việc liều lĩnh",(thương nghiệp) sự đầu cơ,"tuỳ may rủi, liều"
expedition,",ekspi'diʃn",cuộc viễn chinh; đội viễn chinh,cuộc thám hiểm; đoàn thám hiểm,"cuộc hành trình, cuộc đi; đoàn người đi (trong cuộc hành trình)"
precipitation,"pri,sipi'teiʃn","sự vội vàng, sự vội vã cuống cuồng","(hoá học) sự kết tủa, sự lắng; chất kết tủa, chất lắng",(khí tượng) mưa
issuance,'isju:əns,sự phát; sự phát hành; sự cho ra,"sự phát ra, sự đi ra, sự chảy ra, sự thoát ra",
independently,",indi'pendəntli",độc lập,"(+ of) không lệ thuộc, không phụ thuộc, không tuỳ thuộc",
promptly,,"mau lẹ, nhanh chóng; ngay lập tức, đúng giờ, không chậm trễ",sẵn sàng; hành động không chậm trễ (người),
anthony,'æntəni,st anthony thần của những người nuôi lợn,con lợn nhỏ nhất trong lứa,(st) anthony's fire (y học) viêm quầng
stimulation,",stimju'leiʃn","sự kích thích, sự khuyến khích",,
contention,kən'tenʃn,sự cãi nhau; sự tranh luận; sự tranh chấp; sự bất hoà,"sự ganh đua, sự đua tranh, sự cạnh tranh","luận điểm, luận điệu"
defect,di'fekt,"thiếu sót, sai sót, nhược điểm; tật xấu, khuyết điểm",(vật lý) sự hụt; độ hụt,"(toán học) số khuyết, góc khuyết"
stroke,strouk,"cú, cú đánh, đòn",(y học) đột quỵ,sự cố gắng
optimal,'ɔptiməl,tốt nhất,,
dividend,'dividend,"(toán học) số bị chia, cái bị chia",(tài chính) tiền lãi cổ phần,
courtesy,'kə:tisi,"sự lịch sự, sự nhã nhặn","tác phong lịch sự, tác phong nhã nhặn","do ưu đãi mà được, nhờ ơn riêng; do sự giúp đỡ"
lime,laim,(thực vật học) chanh lá cam,(thực vật học) (như) linden,nhựa bẫy chim
seller,'selə,"người bán, người phát hàng","thứ bán được, đồ bán được",
deviation,",di:vi'eiʃn","sự trệch, sự lệch, sự trệch hướng; (nghĩa bóng) sự sai đường, sự lạc đường, sự lạc lối, sự xa rời",(toán học); (vật lý) độ lệch,
toxic,'tɔksik,độc,,
undertake,",ʌndə'teik","làm, định làm","nhận làm, cam kết","bảo đảm, cam đoan"
implied,im'ploud,"ngụ ý, bao hàm, ám chỉ; mặc nhiên",,
profound,profound,"sâu, thăm thẳm","sâu sắc, uyên thâm, thâm thuý",say (giấc ngủ...)
tolerance,'tɔlərəns,lòng khoan dung; sự tha thứ,sự kiên nhẫn,sự chịu đựng; sức chịu đựng
hazardous,'hæzədəs,"liều, mạo hiểm; nguy hiểm",(dựa vào) may rủi,
textile,'tekstail,"dệt, có sợi dệt được","hàng dệt, vải","nguyên liệu dệt (bông, gai, đay...)"
miscellaneous,",misi'leinjəs","tạp, pha tạp, hỗn hợp; linh tinh","có nhiều đặc tính khác nhau, có nhiều thể khác nhau",
phosphate,'fɔsfeit,(hoá học) photphat,,
posterior,pɔs'tiəriə,"sau (về thời gian và thứ tự), ở sau, đến sau",mông đít,
grid,grid,hệ thống đường dây (điện phân bố trong một khu vực),đường kẻ ô (để vẽ bản đồ),vỉ (nướng chả)
withdrawn,wi 'dr :,"rút, rút khỏi","rút, rút lui","rút, rút lại"
geological,dʤiə'lɔdʤik,(thuộc) địa chất,,
regression,ri'greʃn,"sự thoái bộ, sự thoái lui; sự đi giật lùi, sự đi ngược trở lại",(toán học) hồi quy,
trunk,trʌɳk,"thân (cây, cột, người, thú)","hòm, rương; va li",(như) trunk-line
compression,kəm'preʃn,"sự ép, sự nén","(nghĩa bóng) sự cô lại, sự cô đọng; sự giảm bớt","(kỹ thuật) sự độn, sự lèn, sự đầm"
intake,'inteik,"điểm lấy nước vào (sông đào, ống bơm...)",sự lấy vào; vật lấy vào; lượng lấy vào,đương hầm thông hơi (trong mỏ)
rear,riə,"bộ phận đằng sau, phía sau",(quân sự) hậu phương (đối với tiền tuyến),(quân sự) hậu quân
synthetic,sin'θetik,tổng hợp,"(từ Mỹ,nghĩa Mỹ) giả tạo",
boiler,'bɔilə,người đun,"nồi cất, nối chưng; nồi đun; nồi nấu","supze, nồi hơi"
diplomatic,",diplə'mætik",ngoại giao,có tài ngoại giao; có tính chất ngoại giao,(thuộc) văn kiện chính thức; (thuộc) văn thư công
renal,'ri:nl,(giải phẫu) (thuộc) thận,,
rejection,ri'dʤekʃn,"sự không chấp nhận, sự bác bỏ, sự từ chối","sự loại bỏ, sự loại ra","(số nhiều) vật bỏ đi, vật bị loại"
insert,'insə:t,"vật lồng vào, vật gài vào","tờ in rời;, tờ ảnh rời (để cho vào sách báo); tờ thông tri (gài vào sách báo...)",(điện ảnh) cảnh xem
collaboration,"kə,læbə'reiʃn",sự cộng tác,sự cộng tác với địch,
architectural,",ɑ:ki'tektʃərəl",(thuộc) kiến trúc,,
cumulative,'kju:mjulətiv,"luỹ tích, dồn lại, chồng chất mãi lên",,
corrosion,kə'rouʤn,sự gặm mòn,,
residual,ri'zidjuəl,"còn dư, còn lại","(toán học); (vật lý) thặng dư, (còn) dư","phần còn lại, phần còn dư"
cavity,'kæviti,lỗ hổng,"(giải phẫu) hố hốc, ổ, khoang",
seasonal,'si:zənl,"từng thời, từng lúc, từng mùa, từng vụ",,
wilderness,'wild nis,"vùng hoang vu, vùng hoang d",phần bỏ hoang (trong khu vườn),"ni vắng vẻ tiêu điều, ni hoang tàn"
friction,'frikʃn,"(kỹ thuật) sự mài xát, sự ma xát",sự xoa bóp; sự chà xát,"sự va chạm, sự xích mích (vì không cùng ý kiến...)"
adaptation,",ædæ","sự tra vào, sự lắp vào","sự phỏng theo, sự sửa lại cho hợp","tài liệu viết phỏng theo, tài liệu sửa lại cho hợp"
supplement,'sʌplimənt,"phần bổ sung, phần phụ thêm","tờ phụ trương, bàn phụ lục",(toán học) góc phụ
gaze,geiz,cái nhìn chằm chằm,nhìn chằm chằm,
continuation,"kən,tinju'eiʃn","sự tiếp tục, sự làm tiếp","sự chấp, sự ghép, sự mở rộng, sự kéo dài thêm; phần tiếp thêm, phần mở rộng thêm","(số nhiều) ghệt, xà cạp; (từ lóng) quần dài"
dense,dens,"dày đặc, chặt",đông đúc; rậm rạp,"đần độn, ngu đần"
therapeutic,",θerə'pju:tik",(y học) (thuộc) phép chữa bệnh,,
geometry,dʤi'ɔmitri,hình học,,
enactment,i'nækʃn,sự ban hành (đạo luật),đạo luật; sắc lệnh,
sacrifice,'sækrifais,"sự giết (người, vật) để cúng thần",người bị giết để cúng thần; vật bị giết để cúng thần,sự hy sinh
shear,ʃiə,"kéo lớn (để tỉa cây, xén lông cừu...)","(từ Mỹ,nghĩa Mỹ) sự xén (lông cừu...)","(từ Mỹ,nghĩa Mỹ) lông cừu xén ra"
literally,",litə'ræliti","theo nghĩa đen, theo từng chữ","thật vậy, đúng là",
alloy,'ælɔi,hợp kim,tuổi (kim loại quý như vàng bạc),chất hỗn hợp; sự pha trộn
workmen,,"công nhân, người thợ (người đàn ông được thuê làm công việc chân tay hoặc (cơ khí))",người lao động (theo một cách được nói rõ),
gravel,'grævəl,sỏi,cát chứa vàng ((cũng) auriferous gravel),(y học) bệnh sỏi thận
fatigue,fə'ti:g,"sự mệt mỏi, sự mệt nhọc",(kỹ thuật) sự mỏi (của kim loại),"công việc mệt nhọc, công việc lao khổ"
stimulus,'stimjuləs,sự kích thích; tác dụng kích khích,(thực vật học) lông ngứa,(tôn giáo) đầu gậy của mục sư
assault,ə'sɔ:lt,"cuộc tấn công, cuộc đột kích",(nghĩa bóng) sự công kích thậm tệ,(pháp lý) sự hành hung
receptor,,"cơ quan nhận cảm, thụ quan",,
induction,in'dʌkʃn,sự làm lễ nhậm chức (cho ai),sự bước đầu làm quen nghề (cho ai),sự giới thiệu (vào một tổ chức)
node,noud,"(thực vật học) mấu, đốt, mắt","(y học) cục u, bướu cứng",(toán học); (vật lý) giao điểm; nút
wherein,we r'in,"ở chỗ nào, ở điểm nào, về mặt nào","từ ở trong ấy, ở ni ấy",
linguistic,,"(thuộc) ngôn ngữ, (thuộc) ngôn ngữ học",,
economically,,"về phương diện kinh tế, về mặt kinh tế",,
physiological,",fiziə'lɔdʤik",(thuộc) sinh lý học,,
longitudinal,",lɔndʤi'tju:dinl",theo chiều dọc dọc,,
dignity,'digniti,chân giá trị,"phẩm giá, phẩm cách; lòng tự trọng","chức tước cao, chức vị cao"
explicitly,,"rõ ràng, dứt khoát",,
exceptional,ik'sepʃənl,"khác thường, đặc biệt, hiếm có",ngoại lệ,
cluster,'klʌstə,"đám, bó, cụm; đàn, bầy","mọc thành đám, mọc thành cụm (cây cối); ra thành cụm (hoa quả)","tụ họp lại, tụm lại"
interfere,",intə'fiə","gây trở ngại, quấy rầy","can thiệp, xen vào, dính vào",(vật lý) giao thoa
delta,'deltə,Đenta (chữ cái Hy-lạp),(vật lý) Đenta,"(địa lý,địa chất) châu thổ"
fatal,'feitl,"chỗ béo bở, chỗ ngon","mỡ, chất béo","(sân khấu) vai thích hợp, vai tủ"
generator,'dʤenəreitə,"người sinh ra, người tạo ra, cái sinh thành","máy sinh, máy phát; máy phát điện",
regulate,'regjuleit,"điều chỉnh, sửa lại cho đúng","sắp đặt, quy định, chỉnh lý, chỉnh đốn (công việc...)",điều hoà
diagnostic,",daiəg'nɔstik",chẩn đoán,(y học) triệu chứng (bệnh),số nhiều phép chẩn đoán; chẩn đoán học
blade,bleid,"lưỡi (dao, kiếm)","lá (cỏ, lúa)",mái (chèo); cánh (chong chóng...)
continuity,",kɔnti'nju:iti","sự liên tục, sự liên tiếp; tính liên tục",kịch bản điện ảnh,
projection,projection,"sự phóng ra, sự bắn ra","(toán học) phép chiếu, sự chiếu, hình chiếu",(điện ảnh) sự chiếu phim
indicator,'indikeitə,người chỉ,"cái chỉ, kim chỉ, dụng cụ chỉ",(hoá học) chất chỉ thị
deer,diə,"(động vật học) hươu, nai",những vật nhỏ bé lắt nhắt,
elastic,i'læstik,"co giãn ((nghĩa đen) & (nghĩa bóng)), đàn hồi; mềm dẻo",nhún nhảy (bước đi...),"bồng bột, bốc đồng"
coarse,kɔ:s,"kém, tồi tàn (đồ ăn...)","to cánh, to sợi, không mịn, thô","thô lỗ, lỗ mãng"
regiment,'redʤimənt,(quân sự) trung đoàn,"đoàn, lũ, bầy",(quân sự) tổ chức thành trung đoàn
pulp,pʌlp,(thực vật học) cơm thịt (trái cây),tuỷ (răng),lõi cây
modest,'mɔdist,"khiêm tốn, nhún nhường, nhũn nhặn","thuỳ mị, nhu mì, e lệ","vừa phải, phải chăng, có mức độ; bình thường, giản dị"
eighteenth,,thứ mười tám,một phần mười tám,người thứ mười tám; vật thứ mười tám; ngày mười tám
distress,dis'tres,"nỗi đau buồn, nỗi đau khổ, nỗi đau đớn","cảnh khốn cùng, cảnh túng quẫn, cảnh gieo neo","tai hoạ, cảnh hiểm nghèo, cảnh hiểm nguy"
ritual,'ritjuəl,(thuộc) lể nghi; có vẻ lễ nghi; theo lễ nghi,sách dạy lễ nghi,(tôn giáo) trình tự hành lễ
realm,relm,vương quốc,"(nghĩa bóng) lĩnh vực, địa hạt",
infantry,'infəntri,(quân sự) bộ binh,,
conscience,'kɔnʃns,lương tâm,lương tâm trong sạch thì chẳng sợ ai nói ra nói vào; cây ngay chẳng sợ chết đứng,điều khoản trong một đạo luật tôn trọng lương tâm những người liên can
subsidiary,səb'saidəns,"phụ, trợ, bổ sung","thuê, mướn (quân đội)",lép vốn (công ty) (bị một công ty khác có quá nửa cổ phần kiểm soát)
profitable,profitable,"có lợi, có ích","sinh lãi, mang lợi",
approximation,",əprɔksi'meiʃn",sự gần,"sự xấp xỉ, sự gần đúng","cái xấp xỉ, con số xấp xỉ; ý nghĩa gần đúng"
approximate,ə'prɔksimit,"approximate to giống với, giống hệt với","xấp xỉ, gần đúng",rất gần nhau
twentieth,'twentiiθ,thứ hai mươi,một phần hai mươi,người thứ hai mươi; vật thứ hai mươi; ngày hai mươi
theological,θiə'lɔdʤik,(thuộc) thần học,,
proven,proven,"chứng tỏ, chứng minh",thử (súng...); (toán học) thử (một bài toán); (ngành in) in thử (một bản khắc...),"(từ cổ,nghĩa cổ) thử, thử thách"
judiciary,dʤu:'diʃəlri,(thuộc) toà án; (thuộc) quan toà; (thuộc) pháp luật ((cũng) judicial),bộ máy tư pháp,các quan toà (của một nước)
alter,'ɔ:ltə,"thay đổi, biến đổi, đổi","thay đổi; sửa đổi, sửa lại","(Mỹ,  Uc) thiến, hoạn (súc vật)"
computation,",kɔmpju:'teiʃn","sự tính toán, sự ước tính",,
consensus,kən'sensəs,"sự đồng lòng, sự đồng tâm, sự nhất trí",(sinh vật học) sự liên ứng,
symbolic,sim'bɔlik,tượng trưng,,
genius,'dʤenitiv,"(không có snh) thiên tài, thiên tư","người thiên tài, người anh tài, bậc kỳ tài",(thường) dùng số ít thần bản mệnh (tôn giáo La-mã)
fertilizer,'fə:tilaizə,phân bón,(sinh vật học) cái làm thụ tinh; người làm thụ thai,
differentiation,",difərenʃi'eiʃn",sự phân biệt,(toán học) phép lấy vi phân,
imperial,im'piəriəl,(thuộc) hoàng đế,(thuộc) đế quốc,có toàn quyền; có uy quyền lớn
bid,bid,"sự đặt giá, sự trả giá (trong một cuộc bán đấu giá)",sự bỏ thầu,(thông tục) sự mời
authorize,'ɔ:θəraiz,"cho quyền, uỷ quyền, cho phép","là căn cứ, là cái cớ chính đáng",
manpower,"'mæn,pauə",nhân lực; sức người,đơn vị sức người (1 qoành 0 mã lực),
saving,'seiviɳ,sự tiết kiệm,(số nhiều) tiền tiết kiệm,
asian,,người châu á,thuộc châu á,
mexican,'meksikən,(thuộc) Mê-hi-cô,người Mê-hi-cô,
wolf,wulf,(động vật học) chó sói,"người tham tàn, người độc ác, người hung tàn","(từ Mỹ,nghĩa Mỹ),  (từ lóng) người hay chim gái"
capita,,per capita,theo đầu người,
packed,,nhồi nhét,đầu tràn,
peripheral,pə'rifərəl,(thuộc) chu vi,"(thuộc) ngoại vi, (thuộc) ngoại biên",
conceptual,kən'septjuəl,"thuộc quan niệm, thuộc nhận thức",,
