word,pronunciation,meaning1,meaning2,meaning3
amortization,"ə,mɔ:ti'zeiʃn","sự truyền lại, sự để lại (tài sản)","sự trả dần, sự trừ dần (món nợ)",
ark,ɑ:k,"hộp, hòm, rương",thuyền lớn,báng bổ; bất kính
morbidity,mɔ:'biditis,(như) morbidness,sự hoành hành của bệnh tật,
inconvenience,",inkən'vi:njəns","sự bất tiện, sự phiền phức","làm phiền, quấy rầy",
perpendicular,",pə:pən'dikjulə","(+ to) vuông góc, trực giao",thẳng đứng; dốc đứng,"(đùa cợt) đứng, đứng ngay"
authoritarian,"ɔ:,θɔri'teəriən",người độc đoán,,
capacitor,,"(Tech) bộ điện dung, cái tụ điện",,
eccentric,ik'sentrik,"người lập dị, người kỳ cục","(kỹ thuật) bánh lệch tâm, đĩa lệch tâm",
prejudicial,",predʤu'diʃəl","gây tổn hại, gây thiệt hại, làm thiệt (cho quyền lợi...)",,
thermodynamic,",θə:moudai'næmik",nhiệt động (lực),,
brewer,'bru:ə,người ủ rượu bia,,
microbiology,",maikroubai'ɔlədʤi",vi trùng học,,
sturdy,'stə:di,"khoẻ mạnh, cứng cáp, cường tráng","mãnh liệt, mạnh mẽ, kiên quyết",bệnh chóng mặt (của cừu) (do sán vào óc)
medicinal,me'disinl,(thuộc) thuốc; dùng làm thuốc,,
repetitive,ri'pətitiv,lặp lại,,
epithelial,",epi'θ:ljəl",(sinh vật học) (thuộc) biểu mô,,
stockholder,,<Mỹ> cổ đông,,
vaguely,,ngờ ngợ (theo cách mà người ta không thể chỉ rõ),"ang áng, hơi, gần đúng, một cách phỏng chừng","vô tâm, lơ đãng, một cách không suy nghĩ"
antibiotic,'æntibai'ɔtik,kháng sinh,thuốc kháng sinh,
withhold,wi 'hould,từ chối không làm; từ chối không cho,giấu,"ngăn cn, giữ lại"
disgust,dis'gʌst,"làm ghê tởm, làm kinh tởm; làm chán ghét, làm ghét cay ghét đắng","làm phẫn nộ, làm căm phẫn",
solitude,'sɔlitju:d,tình trạng cô đơn,"nơi vắng vẻ, nơi tĩnh mịch",
commend,kə'mend,"khen ngợi, ca ngợi, tán dương; tuyên dương","hấp dẫn, được ưa thích, được tán thành","gửi gấm, giao phó, phó thác; giới thiệu, tiến cử"
individualism,",indi'vidjuəlizm",chủ nghĩa cá nhân,,
stratification,",strætifi'keiʃn","(địa lý,địa chất) sự xếp thành tầng",thớ tầng,
elongation,",i:lɔɳ'geiʃn","sự làm dài ra, sự kéo dài ra",phần dài ra,(vật lý) độ giãn dài
prussian,prussian,(thuộc) Phổ,người Phổ,
fluorescent,fluorescent,(vật lý) huỳnh quang,,
pap,pæp,"thức ăn sền sệt (cháo đặc, bột quấy đặc...)",chất sền sệt,"(từ cổ,nghĩa cổ) đầu vú (đàn bà, đàn ông)"
identifiable,ai'dentifaiəbl,"có thể làm thành đồng nhất, có thể coi như nhau","có thể nhận ra, có thể nhận biết",
peroxide,,peroxyt,"nước oxy già; hydro peroxyt (sát trùng, tẩy chất nhuộm tóc)",tẩy chất nhuộm (tóc) bằng hydro peroxyt
dictate,dik'teit,"((thường) số nhiều) mệnh lệnh, tiếng gọi",(chính trị) sự bức chế,"đọc cho viết, đọc chính tả"
divergent,dai'və:dʤənt,"phân kỳ, rẽ ra",trệch; trệch đi,"khác nhau, bất đồng (ý kiến...)"
granular,'grænjulə,"(thuộc) hột, hình hột, như hột",có hột,
gravitational,",grævi'teiʃənl","hút, hấp dẫn",,
invoice,'invɔis,(thương nghiệp) danh đơn hàng gửi (có giá và tiền gửi),"(từ hiếm,nghĩa hiếm) chuyến hàng gửi",lập danh đơn (hàng gửi...)
fluctuation,fluctuation,"sự dao động, sự lên xuống, sự thay đổi bất thường",,
perturbation,",pə:tə:'beiʃn","sự đảo lộn, sự xáo trộn","sự làm xôn xao, sự làm xao xuyến, sự làm lo sợ; sự xôn xao; sự xao xuyến, sự lo sợ",
repository,ri'pɔzitəri,"kho, chỗ chứa ((nghĩa đen) & (nghĩa bóng))",nơi chôn cất,người được ký thác tâm sự; người được ký thác điều bí mật
malicious,mə'liʃəs,"hiểm độc, có ác tâm",có hiềm thù,
lounge,'laundʤ,"sự đi thơ thẩn, sự lang thang không mục đích","ghế dài, đi văng, ghế tựa","buồng đợi, phòng khách, phòng ngồi chơi (ở khách sạn)"
monsieur,mə'siə:,ông,,
mucous,'mju:kəs,nhầy,,
foe,fou,"(thơ ca) kẻ thù, kẻ địch","(nghĩa bóng) vật nguy hại, kẻ thù",
conserve,kən'sə:v,"mứt, mứt quả","giữ gìn, duy trì, bảo tồn, bảo toàn",chế thành mứt
knowledgeable,'nɔlidʤəbl,"(thông tục) thông thạo, biết nhiều",,
microfilm,'maikroufilm,micrôfim,,
lexical,'leksikəl,(thuộc) từ vựng học,,
anthology,æn'θɔlədʤi,"hợp tuyển ((văn học),  (thơ ca))",,
stratum,'strɑ:təm,"(địa lý,địa chất) địa tầng, vỉa",tầng lớp xã hội,
arrears,,tiền nợ lẽ ra phải trả trước đó; nợ còn khất lại,arrears of salary,"tiền lương còn khất lại, còn thiếu lại (chưa trả)"
bituminous,bi'tju:minəs,"có nhựa rải đường, có bitum",,
infarction,,như infarct,,
iranian,ai'reinjən,(thuộc) I-ran,người I-ran,tiếng I-ran
rum,rʌm,rượu rum,rượu mạnh,"(từ lóng) kỳ quặc, kỳ dị"
assemblage,ə'semblidʤ,"sự tập hợp, sự tụ tập, sự nhóm họp",cuộc hội họp,"sự sưu tập, sự thu thập; bộ sưu tập"
creep,kri:p,"(số nhiều) sự ghê rợn, sự rùng mình, sự sởn gáy, sự khiếp đảm, sự hãi hùng","sự bó, sự trườn",lỗ hốc (trong hàng rào...)
insufficiency,",insə'fiʃəns","tính không đủ; sự không đủ, sự thiếu",,
flourish,flourish,sự trang trí bay bướm; nét trang trí hoa mỹ; nét viền hoa mỹ,sự diễn đạt hoa mỹ; sự vận động tu từ,"sự vung (gươm, vũ khí, tay)"
polyethylene,,<Mỹ>,,
accelerator,æk'seləreitə,người làm tăng tốc độ,máy gia tốc; chân ga (xe ôtô),(hoá học) chất gia tốc
appreciably,,"đáng kể, thấy rõ",,
expire,iks'paiə,thở ra,thở ra,"thở hắt ra; tắt thở, chết; tắt (lửa...)"
accredited,ə'kreditid,"được chính thức công nhận (người); được mọi người thừa nhận (tin tức, ý kiến, tin đồn...)",,
radiant,'reidjənt,"sáng chói, sáng rực; nắng chói","toả sáng, toả nhiệt, phát sáng, phát xạ, bức xạ","lộng lẫy, rực rỡ"
acetone,'æsitoun,axeton,,
discontent,'diskən'tent,"sự không vừa lòng, sự không hài lòng; sự bất mãn","(từ hiếm,nghĩa hiếm) không vừa lòng, không hài lòng; bất mãn",
peck,pek,"thùng, đấu to (đơn vị đo lường khoảng 9 lít)","(nghĩa bóng) nhiều, vô khối","cú mổ, vết mổ (của mỏ chim)"
waterway,'wɔ:təwei,đường sông tàu bè qua lại được,,
crimson,'krimzn,"đỏ thẫm, đỏ thắm","đỏ mặt lên như quả gấc, thẹn đỏ nhừ cả mặt","màu đỏ thẫm, màu đỏ thắm"
subsurface,,lớp dưới bề mặt,,
lust,'lʌst,"(+ for,  after) tham muốn, thèm khát",,
abscess,'æbsis,(y học) áp xe,(kỹ thuật) chỗ rỗ (ở kim loại),
unskilled,' n'skild,"không thạo, không khéo, không giỏi","không chuyên môn hoá, không có chuyên môn, không có kỹ thuật (công nhân)",
erotic,i'rɔtik,"(thuộc) tình ái, (thuộc) tình dục","(từ Mỹ,nghĩa Mỹ) khiêu dâm, gợi tình",bài thơ tình
horsepower,,số nhiều không đổi,(kỹ thuật) sức ngựa; mã lực (viết tắt) là HP,
diode,'daioud,"điôt, ống hai cực",,
temp,,nhân viên tạm thời (nhất là thư ký),<thgt> làm công việc tạm thời,nhiệt độ (temperature)
notch,nɔtʃ,vết khía hình V,"(từ Mỹ,nghĩa Mỹ) hẽm núi, khe núi","(thông tục) mức, mức độ"
refractory,ri'fæktəri,"bướng, bướng bỉnh, khó bảo (người)","chịu lửa (gạch); (kỹ thuật) khó chảy, chịu nóng","dai dẳng, khó chữa (bệnh)"
fringe,frindʤ,"tua (khăn quàng cổ, thảm)",tóc cắt ngang trán (đàn bà),ven rìa (rừng...); mép
polytechnic,",pɔli'teknik",bách khoa,trường bách khoa,
ancestral,æn'sestrəl,"(thuộc) ông bà, (thuộc) tổ tiên","do ông bà truyền lại, do tổ tiên truyền lại",
causation,kɔ:'zeiʃn,sự tạo ra kết quả,(như) causality,
aortic,ei'ɔ:tik,(thuộc) động mạch chủ,,
brittle,'britl,"giòn, dễ gãy, dễ vỡ","dễ cáu, hay cáu",
investigative,in'vestigeitiv,điều tra nghiên cứu,,
exploratory,eks'plɔ:rətiv,"để thăm dò, để thám hiểm",,
hitherto,'hiðə'tu:,cho đến nay,,
reflex,,"ánh sáng phản chiếu; vật phản chiếu, bóng phản chiếu trong gương",tiếng dội lại,<lý> sự phản xạ
perimeter,pə'rimitə,chu vi,máy đo trường nhìn (thị trường),(quân sự) vòng ngoài của doanh trại (đồn luỹ...)
viscous,'visid,"sền sệt, lầy nhầy, nhớt","dẻo, dính",
circumference,sə'kʌmfərəns,đường tròn,chu vi,
onwards,'ɔnwədz,(như) onward,,
embryonic,",embri'ɔnik","(thuộc) phôi, giống phôi","còn phôi thai, còn trứng nước, chưa phát triển",
ferrous,'ferəs,có chứa sắt,(hoá học) thuốc sắt,
spectrometer,spek'trɔmitə,(vật lý) cái đo phổ,,
intern,in'tə:n,(như) interne,người bị giam giữ (trong một khu vực nhất định...),giam giữ (trong một khu vực nhất định...)
migrant,'maigrənt,di trú,người di trú,chim di trú
capacitance,kə'pæsitəns,(điện học) điện dung,,
quart,kwɔ:t - kɑ:t,kɑ:t/,"góc tư galông, lít Anh (bằng 1, 135 lít)","chai lít Anh, bình một lít Anh"
ingenuity,",indʤi'nju:iti",tài khéo léo; tính chất khéo léo ((cũng) ingeniousness),,
alternately,,"lần lượt nhau, luân phiên nhau",,
galaxy,'gæləksi,"(thiên văn học) ngân hà, thiên hà","(nghĩa bóng) nhóm tinh hoa, nhóm",
stabilize,'steibilalz,làm cho vững vàng; làm ổn định,"lắp bộ phận thăng bằng vào (sườn tàu thuỷ, đuôi máy bay)",
interrogation,"in,terə'geiʃn","sự hỏi dò, sự thẩm vấn, sự chất vấn; câu tra hỏi, câu thẩm vấn, câu chất vấn",(như) question-mark,
thrift,θrift,"sự tiết kiệm; tính tiết kiệm, tính tằn tiện",(thực vật học) cây thạch thung dung,
brokerage,'broukəridʤ,sự môi giới,nghề môi giới,
victorious,vik'tɔ:riəs,"chiến thắng, thắng cuộc",,
bibliographic,",bibliə'græfik",(thuộc) thư mục,,
heed,hi:d,"(Ê-cốt) sự chú ý, sự lưu ý, sự để ý","(Ê-cốt) (văn học) chú ý, lưu ý, để ý",
wholesome,'houls m,"lành, không độc","khoẻ mạnh, tráng kiện","(nghĩa bóng) bổ ích, lành mạnh"
analog,,tương tự (Một cách biểu diễn đối với các giá trị biến đổi của các thiết bị chỉ thị khi bộ phận trỏ của nó có thể thay đổi liên tục),,
virtuous,'və:tjuəs,"có đức, có đạo đức","tiết hạnh, đoan chính",
topology,tə'pɔlədʤi,địa hình học,,
pediatric,,Cách viết khác : paediatric,,
gauge,geidʤ,"máy đo (sức gió, chiều cao của thuỷ triều, lượng nước mưa...)",cái đo cỡ (dây...),"loại, kiểu, cỡ, tầm, quy mô, khả năng"
larval,'lɑ:vəl,(thuộc) ấu trùng; giống hình ấu trùng,(y học) giả chứng,"trong giai đoạn phôi thai, lúc còn trứng nước"
correlate,'kɔrileit,"thể tương liên, yếu tố tương liên",có tương quan với nhau; để (hai vật) tương quan với nhau,
compiler,kəm'pailə,"người biên soạn, người sưu tập tài liệu",,
beetle,'bi:tl,cái chày,trên đe dưới búa,"giã bằng chày, đập bằng chày"
cue,kju:,"(sân khấu) vĩ bạch (tiếng cuối cùng của một diễn viên dùng để nhắc diễn viên khác nói, làm động tác hoặc ra sân khấu)","sự gợi ý, sự ra hiệu; lời nói bóng, lời ám chỉ; ám hiệu",(điện ảnh) lời chú thích
neurological,,"(thuộc) thần kinh, (thuộc) hệ thần kinh",,
husbandry,'hʌzbəndri,"nghề làm ruộng, nghề nông",sự quản lý trông nom,
aristocratic,",æristə'krətik","(thuộc) dòng dõi quý tộc; có tính chất quý tộc, có vẻ quý phái",,
henceforth,'hens'fɔ:θ,"từ nay trở đi, từ nay về sau",,
recognizable,'rekəgnaizəbl,"có thể công nhận, có thể thừa nhận",có thể nhận ra,
volatility,",vɔlə'tiliti",(hoá học) tính dễ bay hơi,"tính không kiên định, tính hay thay đổi; tính nhẹ dạ","tính vui vẻ, tính hoạt bát"
auburn,,màu nâu vàng (tóc),,
nickel,'nikl,mạ kền,,
synonymous,si'nɔniməs,đồng nghĩa (với),,
capitalization,"kə,pitəlai'zeiʃn","sự tư bản hoá, sự dùng làm vốn","sự viết bằng chữ hoa, sự in bằng chữ hoa",(nghĩa bóng) sự lợi dụng
lubrication,",lu:bri'keiʃn","sự tra dầu mỡ, sự bôi trơn",,
syntactic,sin'tæktik,(ngôn ngữ học) (thuộc) cú pháp,,
heterogeneity,",hetəroudʤi'ni:iti","tính hỗn tạp, tính khác thể, tính không đồng nhất",,
tedious,'ti:djəs,"chán ngắt, tẻ, nhạt nhẽo, thiếu hấp dẫn, làm buồn tẻ",,
curb,kə:b,dây cằm (ngựa),"sự kiềm chế, sự nén lại, sự kìm lại; sự hạn chế","bờ giếng, thành giếng; lề đường"
gonna,,trợ động từ,"(từ Mỹ) sắp, sẽ",
dissipation,",disi'peiʃn","sự xua tan, sự tiêu tan",sự phung phí (tiền của),"sự tiêu mòn, sự uổng phí (nghị lực); sự không tập trung (tư tưởng, sự chú ý...)"
typewriter,"'taip,raitə",máy chữ,"(từ hiếm,nghĩa hiếm) người đánh máy",
vocation,vou'keiʃn,thiên hướng,"nghề, nghề nghiệp",
sulfide,,"<hóa> Sunfua (hợp chất của lưu hùynh và một nguyên tố khác, gốc <hóa> khác)",,
pneumatic,nju:'mætik,"(thuộc) khí, (thuộc) hơi","(kỹ thuật) chạy bằng khí, chạy bằng hơi","chạy bằng lốp hơi, có lốp hơi"
ardent,'ɑ:dənt,"cháy, nóng rực","hăng hái, sôi nổi, mãnh liệt, nồng nhiệt, nồng nàn, nồng cháy",rượu mạnh
facies,,số nhiều facies,mặt; diện; bề mặt,dáng; vẻ
cache,kæʃ,"nơi giấu, nơi trữ (lương thực, đạn dược... nhất là các nhà thám hiểm để dùng sau này)","lương thực, vật dụng giấu kín",thức ăn dự trữ (của động vật qua đông)
arguably,,người ta có thể cho rằng,,
dilute,dai'lju:t,loãng,"nhạt đi, phai (màu)",(nghĩa bóng) giảm bớt; mất chất
chloroform,'klɔrəfɔ:m,cloroform,gây mê cho người nào,gây mê
determinant,di'tə:minənt,"xác định, định rõ; định lượng",quyết định,yếu tố quyết định
demurrer,di'mʌrə,(pháp lý) sự bác bỏ,,
diminution,",dimi'nju:ʃn","sự hạ bớt, sự giảm bớt, sự thu nhỏ",lượng giảm bớt,
schematic,ski'mætik,"(thuộc) lược đồ, (thuộc) giản đồ, (thuộc) sơ đồ","giản lược, sơ lược",
diabetic,",daiə'betik",(y học) (thuộc) bệnh đái đường,mắc bệnh đái đường,(y học) người mắc bệnh đái đường
discern,di'sə:n,"nhận thức, thấy rõ (bằng trí óc, bằng giác quan...)","(từ cổ,nghĩa cổ) phân biệt",
platelet,,<y> tiểu huyết cầu (chất nhỏ hình đựa ở trong máu giúp máu đóng cục),,
adjutant,'ædʤutənt,người phụ tá,(quân sự) sĩ quan phụ tá,"(động vật học) cò già (Ân độ) ((cũng) adjutant bird,  adjutant crane,  adjutant stork)"
endemic,en'demik,(sinh vật học) đặc hữu (loài sinh vật...),(y học) địa phương (bệnh),(y học) bệnh địa phương
trespass,'trespəs,"sự xâm phạm, sự xâm lấn",(tôn giáo) sự xúc phạm,(pháp lý) sự vi phạm; sự phạm pháp
topographic,",tɔpə'græfik",(thuộc) đo vẽ địa hình,,
unconsciously,,"bất tỉnh, ngất đi, không cảm thấy được, không biết, không có ý thức","không tự giác, vô tình, không có ý định, không có ý thức",
electrostatic,,tĩnh điện,,
invasive,in'veisiv,"xâm lược, xâm chiếm, xâm lấn",xâm phạm,lan tràn
recombination,,"sự tái tổ hợp, sự kết hợp lại",,
intoxication,"in,tɔksi'keiʃn","sự say, tình trạng say",sự say sưa ((nghĩa bóng)),"(y học) sự làm nhiễm độc, sự trúng độc"
navigable,'nævigəbl,"để tàu bè đi lại được (sông, biển)",có thể đi sông biển được (tàu bè),có thể điều khiển được (khí cầu)
malpractice,'mæl'præktis,"hành động xấu, hành động bất chính, việc làm phi pháp",(y học) sự sơ xuất (trong khi chữa bệnh); sự cho thuốc sai,(pháp lý) sự làm dụng địa vị
backbone,'bækboun,xương sống,"(nghĩa bóng) xương sống, cột trụ",(nghĩa bóng) nghị lực; sức mạnh
quadratic,kwə'drætik,"(từ hiếm,nghĩa hiếm) vuông","bậc hai, toàn phương",(toán học) phương trình bậc hai
coagulation,"kou,ægju'leiʃ",sự làm đông lại; sự đông lại,,
tangent,'tændʤənt,"(toán học) tiếp xúc, tiếp tuyến",(toán học) đường tiếp tuyến,tang
insolvent,in'sɔlvənt,không trả được nợ,về những người không trả được nợ,không đủ để trả hết nợ
gloom,glu:m,"tối sầm lại, u ám, ảm đạm (bầu trời)","có vẻ buồn rầu, có vẻ u sầu",hiện mở mờ mờ
lone,loun,(thơ ca) hiu quạnh,"bị bỏ, bơ vơ, cô độc",goá bụa (đàn bà)
oppressive,ə'presiv,"đàn áp, áp bức",ngột ngạt (không khí),"đè nặng, nặng trĩu (nỗi buồn...)"
interstitial,",intə'stiʃəl","(thuộc) khe, (thuộc) kẽ hở",(giải phẫu) kẽ,
clash,klæʃ,"tiếng chan chát, tiếng loảng xoảng","sự xung đột, sự va chạm, sự mâu thuẫn, sự bất đồng",sự không điều hợp (màu sắc)
niche,nitʃ,(kiến trúc) hốc thường (thường để đặt tượng...),(nghĩa bóng) chỗ thích hợp,quyền được người ta tưởng nhớ đến công lao
pituitary,pi'tju:itəri,(thuộc) đờm dâi; tiết ra đờm dãi; nhầy,(giải phẫu) (thuộc) tuyến yên,
inadequacy,in'ædikwəsi,"sự không tương xứng, sự không xứng, sự không thích đáng, sự không thoả đáng","sự không đủ, sự không đầy đủ, sự thiếu",
woodland,'wudlənd,"miền rừng, vùng rừng",(định ngữ) (thuộc) rừng,
sensibility,",sensi'biliti","tri giác, cảm giác","tính đa cảm, tính dễ cảm",(số nhiều) sự nhạy cảm
calibrated,,(Tech) được lấy chuẩn,,
greed,gri:d,tính tham lam,"tính tham ăn, thói háu ăn",
almighty,ɔ:l'maiti,"toàn năng, có, quyền tối cao, có mọi quyền lực","(từ lóng) hết sức lớn, vô cùng, đại","(từ lóng) hết sức, vô cùng"
intolerable,in'tɔlərəbl,không thể chịu đựng nổi,quá quắt,
cleanup,,"sự thu gọn, sự quét rọn sạch",sự truy quét tội phạm,"món vớ bở, món lãi to"
sewerage,'sjuəridʤ,hệ thống cống rãnh,,
bromide,'broumaid,(hoá học) bromua,(số nhiều) thuốc an thần,"người vô vị, người hay nói sáo nhạt phèo"
sparse,spɑ:s,"thưa thớt, rải rác, lơ thơ",,
awakening,,hành vi nhận thức,,
thoracic,θɔ:'ræsik,"(giải phẫu),  (động vật học) (thuộc) ngực, ở ngực",,
denomination,"di,nɔmi'neiʃn","sự cho tên là, sự đặt tên là, sự gọi tên là; sự gọi","loại, hạng, loại đơn vị (tiền tệ, trọng lượng...); tên chỉ loại, tên chỉ hạng",giáo phái
migratory,mai'greitəri,"di trú, nay đây mai đó",(y học) di động,
misuse,'mis'ju:zidʤ,"sự dùng sai, sự lạm dụng","sự hành hạ, sự bạc đâi, sự ngược đãi","dùng sai, lạm dụng"
ancestry,'ænsistri,"tổ tiên, tổ tông, tông môn",dòng họ,
lightweight,,<thể> (thuộc) hạng cân nhẹ,,
plaque,plɑ:k,"tấm, bản (bằng đồng, sứ...)","thẻ, bài (bằng ngà... ghi chức tước...)",(y học) mảng (phát ban...)
eradication,"i,rædi'keiʃn",sự nhổ rễ,sự trừ tiệt,
preamble,pri:'æmbl,"lời nói đầu, lời mở đầu, lời tựa","viết lời nói đầu, viết lời mở đầu, viết lời tựa",
dusk,dʌsk,bóng tối,"lúc chạng vạng, lúc tối nhá nhem",tối mờ mờ
behold,bi'hould,nhìn ngắm,"thấy, trông thấy","chú ý!, để ý!"
disposable,dis'pouzəbl,có thể bỏ đi; có thể bán tống đi (hàng...),có thể chuyển nhượng,"có thể dùng được, có thể sử dụng"
blunt,blʌnt,"cùn (lưỡi dao, kéo...)","lỗ mãng, không giữ ý tứ; thẳng thừng, toạc móng heo (lời nói)","đần, đần độn (trí óc)"
sulphide,'sʌlfaid,(hoá học) Sunfua,,
plutonium,plu:'tounjəm,(hoá học) Plutoni,,
intriguing,in'tri:giɳ,"hấp dẫn, gợi thích thú, kích thích sự tò mò",làm say đắm,
cretaceous,kri'teiʃəs,"(địa lý,địa chất) có phấn trắng","(thuộc) kỷ phấn trắng, (thuộc) kỷ creta",
endocrine,'endoukrain,(sinh vật học) nội tiết,(sinh vật học) tuyến nội tiết,
infrequently,,"hiếm khi, ít khi",,
intermediary,",intə'mi:djəri",ở giữa,"trung gian, đóng vai trò hoà giải","người làm trung gian, người hoà giải"
environ,in'vaiərən,"bao vây, vây quanh, bao vây",,
atrophy,'ætrəfi,sự teo,sự hao mòn,làm teo
corollary,kə'rɔləri,(toán học) hệ luận,kết quả tất yếu,
turmoil,'tə:mɔil,"sự náo động, sự rối loạn",,
centrifugal,sen'trifjugel,ly tâm,,
pediatrics,",pi:di'ætriks",(y học) khoa trẻ em,,
broth,brɔθ,"nước luộc thịt, nước xuýt",(Ai-len) anh chàng tốt bụng,
footwear,,Cách viết khác : footgear,,
dubious,'dju:bjəs,"lờ mờ, mơ hồ, minh bạch, không rõ ràng","đáng ngờ, không đáng tin cậy; không chắc chắn, còn hồ nghi","nghi ngờ, ngờ vực; do dự, lưỡng lự"
therefrom,ðeə'frɔm,"(từ cổ,nghĩa cổ) từ đó, từ đấy",,
ovarian,ou'veəriən,(động vật học) (thuộc) buồng trứng,(thực vật học) (thuộc) bầu (nhuỵ hoa),
cradle,'kreidl,cái nôi,"(nghĩa bóng) nguồn gốc, gốc, nơi bắt nguồn, cái nôi",(hàng hải) giàn giữ tàu (khi đóng hoặc sửa chữa)
advertiser,'ædvətaizə,người báo cho biết trước,người quảng cáo; báo đăng quảng cáo; tờ quảng cáo,
thrive,θraiv,"thịnh vượng, phát đạt","lớn nhanh, mau lớn, phát triển mạnh",
numerically,,về số lượng,,
rpm,,số vòng quay trong một phút (nhất là để đo tốc độ một động cơ)  (revolutions per minute),,
genital,'dʤenitl,(động vật học) (thuộc) sinh dục,,
immunization,",imju:nai'zeiʃn",(y học) sự tạo miễm dịch,,
unconditional,'ʌnkən'diʃənl,không điều kiện,"dứt khoát, quả quyết",
parasitic,",pærə'sitik","ăn bám, ký sinh; do ký sinh",,
bowman,'boumən,người bắn cung,(hàng hải) người chèo đằng mũi,
accrue,ə'kru:,(+ to) đổ dồn về (ai...),"(+ from) sinh ra (từ...), do... mà ra","dồn lại, tích luỹ lại (tiền lãi...)"
quadrangle,"'kwɔ,dræɳgl",hình bốn cạnh,"sân trong (hình bốn cạnh, xung quanh có nhà, ở các trường đại học...) ((cũng) quad)",
inflationary,in'fleiʃnəri,(thuộc) lạm phát; gây lạm phát,,
cunning,'kʌniɳ,"sự xảo quyệt, sự xảo trá, sự gian giảo, sự láu cá, sự ranh vặt, sự khôn vặt","(từ cổ,nghĩa cổ) sự khéo léo, sự khéo tay","xảo quyệt, xảo trá, gian giảo, láu cá, ranh vặt, khôn vặt"
gaussian,,(thuộc) Gauxơ,,
curator,kjuə'reitə,người phụ trách (nhà bảo tàng...),"(pháp lý) người quản lý, người trông nom (trẻ vị thành niên)",uỷ viên ban quản trị (trường đại học)
uterine,'ju:t rain,"(y học) (thuộc) dạ con, (thuộc) tử cung",(pháp lý) khác cha,
polynomial,",pɔli'noumjəl",đa thức,,
synagogue,'sinəgɔg,hội đạo Do thái,giáo đường Do thái,
luminous,'lu:minəs,"sáng, sáng chói, chói lọi, rực rỡ","rõ ràng, minh xác, quang minh",soi sáng vấn đề (nhà văn...)
compulsion,kəm'pʌlʃn,"sự ép buộc, sự cưỡng bách",,
volt,voult,(điện học) vôn,sự chạy vòng quanh (của ngựa),"(thể dục,thể thao) cách né mình tránh kiếm"
microfiche,,tấm vi phim,,
iteration,,sự nhắc đi nhắc lại,tính lặp đi lặp lại,
mitigate,'mitigeit,"giảm nhẹ, làm dịu bớt, làm cho đỡ",,
airborne,,không vận,(quân) được tập luyện để tác chiến trên không,"bay, đã cất cánh"
allergy,'ælədʤi,(y học) dị ứng,(thông tục) sự ác cảm,
valence,'væləns - 'veiləns,'veiləns/ (valency),(như) valance,(hoá học) hoá trị
sundry,'sʌndri,"lặt vặt, tạp nhạp",,
irreversible,",iri'və:səbl",không thể đảo ngược lại; không thể thay đổi được,(hoá học) không thuận nghịch,
entrepreneurial,,(thuộc) nghề thầu khoán,,
homosexuality,'houmouseksju'æliti,tính tình dục đồng giới,,
prism,prism,lăng trụ,lăng kính,(số nhiều) các màu sắc lăng kính
appendices,ə'pendiks,phụ lục,(y học) ruột thừa ((cũng) vermiform appendix),
neal,,nung (đồ gốm),,
stenosis,ste'nousis,(y học) chứng hẹp (một cơ quan trong cơ thể),,
kiln,kiln,"lò (nung vôi, gạch...)",,
somatic,sə'mætik,"(sinh vật học) (thuộc) xôma, (thuộc) thể",,
vulgar,'vʌlgə,"thông thường, thường, thông tục","thô bỉ, thô tục",kỷ nguyên Cơ đốc
elusive,i'lu:siv,"hay lảng tránh (người...); có tính chất lảng tránh, có tính chất thoái thác (câu trả lời)",khó nắm (ý nghĩa...),
orifice,'ɔrifis,"lỗ, miệng (bình...)",,
insolvency,in'sɔlvənsi,tình trạng không trả được nợ,,
ascent,ə'sent,"sự trèo lên, sự đi lên, sự lên",sự đi ngược lên (dòng sông...),"con đường đi lên, đường dốc; bậc cầu thang đi lên"
mediator,'mi:dieitə,"người điều đình, người dàn xếp",,
entail,in'teil,(pháp lý) chế độ kế thừa theo thứ tự; tài sản kế thừa theo thứ tự,"(nghĩa bóng) di sản (đức tính, tín ngưỡng...)",(pháp lý) cho kế thừa theo thứ tự
preoccupation,"pri:,ɔkju'peiʃn","mối bận tâm, mối lo lắng, mối ưu tư",thiên kiến,"sự giữ chỗ trước, sự chiếm chỗ trước"
empowerment,,xem empower,,
reel,ri:l,"guồng (quay tơ, đánh chỉ)","ống, cuộn (để cuốn chỉ, dây câu, phim...)",(kỹ thuật) tang (để cuộn dây)
receptive,ri'septiv,"dễ tiếp thu, dễ lĩnh hội",,
clung,kliɳ,"bám vào, dính sát vào, níu lấy",(nghĩa bóng) bám lấy; trung thành (với); giữ mãi,"bám chặt lấy, giữ chặt lấy"
obligatory,ɔ'bligətəri,"bắt buộc, cưỡng bách",,
interpolation,"in,tə:pou'leiʃn",sự tự ý thêm từ (vào một văn kiện...); từ tự ý thêm từ (vào một văn kiện...); từ tự ý thêm từ (vào một văn kiện...); đoạn tự ý thêm từ (vào một văn kiện...),(toán học) phép nội suy,
elicit,i'lisit,"(thường),  (nghĩa bóng) khêu ra, gợi ra, moi","suy ra, luận ra (sự thật)",
conclusively,,"chắc chắn, thuyết phục",,
pancreatic,",pæɳkri'ætik",(giải phẫu) (thuộc) tuỵ,,
