word,pronunciation,meaning1,meaning2,meaning3
produce,produce,sản lượng,"sản vật, sản phẩm",kết quả
sample,'sɑ:mpl,"mẫu, mẫu hàng","lấy mẫu, đưa mẫu",thử
strength,'streɳθ,"sức mạnh, sức lực, sức khoẻ","độ đậm, nồng độ; cường độ",số lượng đầy đủ (của một tập thể...)
ability,ə'biliti,"năng lực, khả năng (làm việc gì)","(số nhiều) tài năng, tài cán",thẩm quyền
return,ri'tə:n,"sự trở lại, sự trở về, sự quay trở lại",vé khứ hồi ((cũng) return ticket),"sự gửi trả lại, sự trả lại (một vật gì); vật được trả lại"
plaintiff,'pleintif,"(pháp lý) nguyên đơn, người đứng kiện",,
front,frʌnt,(thơ ca) cái trán,cái mặt,"đằng trước, phía trước; mặt trước (nhà...); (thông tục) bình phong ((nghĩa bóng))"
receive,ri'si:v,"nhận, lĩnh, thu","tiếp, tiếp đón, tiếp đãi","kết nạp (ai vào một tổ chức), tiếp thu, tiếp nhận (một đề nghị...)"
patient,'peiʃənt,"kiên nhẫn, nhẫn nại, bền chí",chịu đựng một cách kiên nhẫn,"có thể nhận, phù hợp với"
success,sək'ses,"sự thành công, sự thắng lợi","người thành công, người thành đạt (trong một việc gì); thí sinh trúng tuyển","(từ hiếm,nghĩa hiếm) kết quả"
effort,'efət,"sự cố gắng, sự ráng sức; sự cố thử làm",sự ra tay,kết quả đạt được (của sự cố gắng)
description,dis'kripʃn,"sự tả, sự diễn tả, sự mô tả, sự miêu tả","diện mạo, tướng mạo, hình dạng","sự vạch, sự vẽ (hình)"
impact,'impækt,"sự va chạm, sự chạm mạnh; sức va chạm","tác động, ảnh hưởng","(+ in,  into) đóng chặt vào, lèn chặt vào, nêm chặt vào"
longer,'lɔɳgə,"nữa, hơn nữa, lâu hơn nữa",,
develop,di'veləp,"trình bày, bày tỏ, thuyết minh (luận điểm, vấn đề...)","phát triển, mở mang, mở rộng, khuếch trương, làm cho phát đạt",khai thác
increasing,in'kri:siɳ,"ngày càng tăng, tăng dần",,
certainly,'sə:tnli,"chắc, nhất định","hẳn thế, hẳn đi, hẳn là thế, tất nhiên, dĩ nhiên (dùng trong câu trả lời)",
allow,ə'lau,cho phép để cho,"thừa nhận, công nhận, chấp nhận","cho, cấp cho, trợ cấp, cấp phát"
fully,'fuli,"đầy đủ, hoàn toàn",,
forest,'fɔrist,rừng,(pháp lý) rừng săn bắn,trồng cây ở; biến thành rừng; trồng cây gây rừng
recently,'ri:sntli,"gần đây, mới đây",,
decided,di'saidid,"đã được giải quyết, đã được phân xử",đã được quyết định,"kiên quyết, không do dự, dứt khoát"
born,bɔ:n,"bẩm sinh, đẻ ra đã là","thậm, chí, hết sức",suốt đời
truth,tru:θ,"sự thật, lẽ phải, chân lý","sự đúng đắn, sự chính xác","tính thật thà, lòng chân thật"
communication,"kə,mju:ni'keiʃn","sự truyền đạt, sự thông tri, sự thông tin; tin tức truyền đạt; thông báo","sự giao thiệp, sự liên lạc","sự giao thông, sự thông nhau"
try,trai,"sự thử, sự làm thử","thử, thử xem, làm thử",dùng thử
budget,'bʌdʤit,"ngân sách, ngân quỹ","túi (đầy), bao (đầy)","(nghĩa rộng) đống, kho, cô khối"
covered,,có mái che,kín đáo,được yểm hộ (nhờ pháo binh)
scale,skeil,"vảy (cá, rắn, cánh sâu bọ)",(thực vật học) vảy bắc,"vảy, vật hình vảy"
separate,'seprit,"riêng rẽ, rời, không dính với nhau",vặt rời,bản in rời (bài trích ở báo...)
follow,'fɔlou,cú đánh theo (bi-a),nửa suất thêm (ở hàng ăn),đi theo sau
providing,providing,"được chuẩn bị đầy đủ, được dự phòng","được cung cấp, được chu cấp",trường tiểu học công do chính quyền địa phương đài thọ
meaning,'mi:niɳ,"nghĩa, ý nghĩa","có ý nghĩa, đầy ý nghĩa",
remain,ri'mein,"đồ thừa, cái còn lại","tàn tích, di vật, di tích",di cảo (của một tác giả)
metal,'metl,kim loại,"đá lát đường, đá ba lát (đường xe lửa) ((cũng) toad metal)","(số nhiều) đường sắt, đường ray"
request,ri'kwest,"lời thỉnh cầu, lời yêu cầu, lời đề nghị","(thương nghiệp) nhu cầu, sự hỏi mua","thỉnh cầu, yêu cầu, đề nghị"
british,'britiʃ,(thuộc) Anh,áo khoác ngắn của quân đội,the british người Anh
expression,iks'preʃn,"sự vắt, sự ép, sự bóp","sự biểu lộ (tình cảm...), sự diễn cảm; sự biểu hiện (nghệ thuật...); sự diễn đạt (ý nghĩ...)","nét, vẻ (mặt...); giọng (nói...)"
step,step,"bước, bước đi; bước khiêu vũ","bậc lên xuống, nấc thang; thang đứng ((cũng) step  ladder); bục, bệ (bàn thờ...)",cấp bậc; sự thăng cấp
middle,'midl,giữa,"nửa người, chỗ thắt lưng","ở giữa, trung"
agent,'eidʤənt,người đại lý,"((thường) số nhiều) tay sai, chỉ điểm tay chân, bộ hạ",tác nhân
serve,sə:v,"(thể dục,thể thao) cú giao bóng; lượt giao bóng (quần vợt...)","phục vụ, phụng sự","đáp ứng, có lợi cho, thoả mãn, hợp với"
tried,traid,"đã được thử thách, đã qua thử thách, đáng tin cậy",,
useful,'ju:sful,"có ích, dùng được","(từ lóng) làm ăn được, cừ",(từ lóng) thạo dùng
professional,professional,"(thuộc) nghề, (thuộc) nghề nghiệp",chuyên nghiệp,người chuyên nghiệp
easily,'i:zili,"thoải mái, thanh thản, không lo lắng; thanh thoát, ung dung","dễ, dễ dàng",hãy từ từ!
error,'erə,"sự sai lầm, sự sai sót, lỗi; ý kiến sai lầm; tình trạng sai lầm",(kỹ thuật) sai số; độ sai,sự vi phạm
trying,'traiiɳ,"nguy ngập, gay go, khó khăn","làm mệt nhọc, làm mỏi mệt","khó chịu, phiền phức"
task,tɑ:sk,"nhiệm vụ, nghĩa vụ, phận sự","bài làm, bài tập","công tác, công việc"
image,'imidʤ,"hình, hình ảnh, ảnh (trong gương...)",vật giống hệt (vật khác); người giống hệt (người khác),hình tượng
raised,reizd,"nổi, đắp nổi",nở bằng men (bột...),
gone,gɔn,"đã đi, đã đi khỏi; đã trôi qua, đã qua","mất hết, hết hy vọng",chết
net,net,"lưới, mạng (tóc, nhện...)","cạm, bẫy",vải màn; vải lưới
lack,læk,sự thiếu,"thiếu, không có","thiếu, không có (chỉ động tính từ quá khứ)"
choice,tʃɔis,"sự lựa, sự chọn, sự lựa chọn",quyền chọn; khả năng lựa chọn,"người được chọn, vật được chọn"
move,mu:v,"sự chuyển động, sự di chuyển, sự xê dịch",(đánh cờ) nước,"lượt, lần, phiên (trong một trò chơi)"
manager,'mænidʤə,"người quản lý, quản đốc, giám đốc; người trông nom; người nội trợ",,
drug,drʌg,"thuốc, dược phẩm","thuốc ngủ, thuốc tê mê, ma tuý",hàng ế thừa ((cũng) drug in (on) the market)
film,film,"màng; mảng thuốc (trên phim ảnh, trên giấy ảnh...)","phim, phim ảnh, phim xi nê",(the films) buổi chiếu bóng
create,kri:'eit,"tạo, tạo nên, tạo ra, tạo thành, sáng tạo","gây ra, làm",phong tước
summary,'sʌməri,"tóm tắt, sơ lược, giản lược","được miễn những thủ tục không cần thiết, được bớt những chi tiết không cần thiết",bài tóm tắt
prevent,pri'vent,"ngăn ngừa; ngăn trở, ngăn ngừa","(từ cổ,nghĩa cổ) đón trước, làm trước, giải quyết trước, chặn trước, đối phó trước",(tôn giáo) dẫn đường đi trước
freedom,'fri:dəm,sự tự do; nền tự do,"quyền tự do (ra vào, sử dụng)",quyền tự quyết
completed,,được bổ sung,,
regular,'rəgjulə,"đều đều, không thay đổi; thường lệ","cân đối, đều, đều đặn",trong biên chế
experimental,"eks,peri'mentl",dựa trên thí nghiệm,để thí nghiệm,thực nghiệm
speed,spi:d,"sự mau lẹ; tốc độ, tốc lực","(từ cổ,nghĩa cổ) sự thành công, sự hưng thịnh, sự thịnh vượng",chậm mà chắc
thereof,ðeər'ɔv,"(từ cổ,nghĩa cổ) của cải đó, của nó, của việc ấy",từ đó,
forward,'fɔ:wəd,"ở trước, phía trước, tiến lên, tiến về phía trước","tiến bộ, tiên tiến","chín sớm (hoa màu); đến sớm (mùa, thời vụ...); sớm biết, sớm khôn (người)"
indicate,'indikeit,"chỉ, cho biết, ra dấu","tỏ ra, ra ý, ngụ ý, biểu lộ, biểu thị","trình bày sơ qua, nói ngắn gọn"
accepted,ək'septid,"đã được thừa nhận, đã được công nhận",,
labour,'leibə,lao động,"công việc, công việc nặng nhọc","tầng lớp lao động, nhân công"
negative,'negətiv,"không; phủ định, phủ nhận, cự tuyệt, phản đối, từ chối; cấm đoán","(điện học),  (toán học); (nhiếp ảnh) âm","lời từ chối, lời cự tuyệt"
educational,",edju:'keiʃənl",thuộc ngành giáo dục,"để giáo dục, sư phạm",
european,",juərə'pi:ən","(thuộc) Châu âu; ở Châu âu, tại Châu âu; lan khắp Châu âu",người Châu âu,
branch,brɑ:ntʃ,cành cây,nhánh (sông); ngả (đường)...,chi (của một dòng họ...); chi nhánh (ngân hàng...); ngành (sản xuất; mậu dịch...)
rock,rɔk,đá,"((thường) số nhiều) (từ Mỹ,nghĩa Mỹ),  (thông tục) tiền","kẹo cứng, kẹo hạnh nhân cứng"
establish,is'tæbliʃ,"lập, thành lập, thiết lập, kiến lập",đặt (ai vào một địa vị...),"chứng minh, xác minh (sự kiện...)"
represented,,được biểu diễn,,
share,ʃeə,"lưỡi cày, lưỡi máy gieo, lưỡi máy cày",phần,phần đóng góp
german,'dʤə:mən,"(chỉ + brother,  sister,  cousin) brother german anh em ruột thịt,  sisters german chị em ruột,  cousin german anh chị em con chú bác ruột, anh chị em con cô cậu ruột",(German) (thuộc) Đức,(German) người Đức
beginning,bi'giniɳ,"phần đầu; lúc bắt đầu, lúc khởi đầu","căn nguyên, nguyên do",(xem) battle
context,'kɔntekst,"(văn học) văn cảnh, ngữ cảnh, mạch văn","khung cảnh, phạm vi",
showing,,"sự trình diễn, hành động trình diễn","hồ sơ, chứng cứ (của sự thành công, chất lượng  của ai/cái gì)",
cash,kæʃ,"tiền, tiền mặt",có tiền,"không có tiền, cạn tiền"
stood,stænd,"sự dừng lại, sự đứng lại","sự chống cự, sự đấu tranh chống lại","chỗ đứng, vị trí"
coast,koust,bờ biển,"(từ Mỹ,nghĩa Mỹ), (Ca-na-đa) đường lao (của xe trượt tuyết); sự lao xuống (của xe trượt tuyết)","(từ Mỹ,nghĩa Mỹ) sự lao dốc (mô tô, xe đạp)"
doubt,daut,"sự nghi ngờ, sự ngờ vực; sự không chắc, sự hồ nghi","sự do dự, sự lưỡng lự, sự nghi ngờ","nghi ngờ, ngờ vực; không tin, hồ nghi"
traffic,træfik,"sự đi lại, sự giao thông","sự vận tải, sự chuyên chở (hàng hoá, hành khách...)","sự buôn bán, sự thương mại; sự đổi chác"
traditional,trə'diʃənl,"(thuộc) truyền thống, theo truyền thống","theo lối cổ, theo lệ cổ",
dead,ded,"chết (người, vật, cây cối)","tắt, tắt ngấm","chết, không hoạt động; không sinh sản; hết hiệu lực; không dùng được nữa"
plate,pleit,"bản, tấm phiếu, lá (kim loại)","biển, bảng (bằng đồng...)","bản khắc kẽm; tranh khắc kẽm, bản đồ khắc kẽm; khuôn in (bằng chì...)"
scientific,",saiən'tifik",khoa học; có hệ thống; chính xác,có kỹ thuật,
saying,'seiiɳ,"tục ngữ, châm ngôn",,
village,'vilidʤ,"làng, xã",,
send,send,"gửi, sai, phái, cho đi ((cũng) scend)","cho, ban cho, phù hộ cho, giáng (trời,  Thượng đế...)","bắn ra, làm bốc lên, làm nẩy ra, toả ra"
valley,'væli,thung lũng,(kiến trúc) khe mái,"thời kỳ vô cùng bi đát, thời kỳ gần kề cõi chết"
enter,'entə,đi vào,(sân khấu) ra,tuyên bố tham dự (cuộc thi)
ordered,,ngăn nắp,,
clinical,'klinikəl,"(thuộc) buồng bệnh, ở buồng bệnh, (thuộc) lâm sàng",lịch sử bệnh,cái cặp sốt
avoid,ə'vɔid,"tránh, tránh xa","(pháp lý) huỷ bỏ, thủ tiêu (bản án); bác bỏ (lý lẽ, lời biện hộ)",
principal,'prinsəpəl,"chính, chủ yếu",(ngôn ngữ học) chính,người đứng đầu
accordance,ə'kɔ:dəns,"sự đồng ý, sự thoả thuận (với ai)","sự phù hợp, sự theo đúng (cái gì)","sự cho, sự ban cho"
represent,",repri'zent","tiêu biểu cho, tượng trưng cho; tương ứng với","thay mặt, đại diện","miêu tả, hình dung"
jurisdiction,",dʤuəris'dikʃn","quyền lực pháp lý, quyền xử xét, quyền tài phán","quyền hạn, phạm vi quyền hạn; khu vực nằm trong phạm vi quyền hạn",
advantage,əb'vɑ:ntidʤ,"sự thuận lợi, hoàn cảnh thuận lợi; mối lợi",thế lợi,"bất ngờ chộp được ai, thình lình chộp được ai"
attorney,ə'tə:ni,người được uỷ quyền đại diện trước toà,"(từ Mỹ,nghĩa Mỹ) luật sư (ở Anh bây giờ thường dùng với ý đùa cợt hoặc làm giảm giá trị)",luật sư
hence,hens,"sau đây, kể từ đây","do đó, vì thế, vì lý do đó","(từ cổ,nghĩa cổ) từ chỗ này, từ nơi đây ((thường) from hence)"
argument,'ɑ:gjumənt,lý lẽ,"sự tranh cãi, sự tranh luận",tóm tắt (một vấn đề trình bày trong một cuốn sách)
sound,saund,"khoẻ mạnh, tráng kiện, lành mạnh","lành lặn, không hỏng, không giập thối","đúng đắn, có cơ sở, vững; lôgic, hợp lý"
brown,braun,nâu,rám nắng (da),"(từ lóng) bịp, đánh lừa"
running,'rʌniɳ,cuộc chạy đua,"sự chạy, sự vậm hành (máy...)","sự chảy (chất lỏng, mủ...)"
stand,stænd,"sự dừng lại, sự đứng lại","sự chống cự, sự đấu tranh chống lại","chỗ đứng, vị trí"
suggest,sə'dʤest,"gợi, làm nảy ra trong trí",đề nghị,đưa ra giả thuyết là
concern,kən'sə:n,"(+ with) sự liên quan tới, sự dính líu tới","(+ in) lợi, lợi lộc; phần, cổ phần","việc, chuyện phải lo"
highest,,cao nhất; lớn nhất,,
popular,'pɔpjulə,"(thuộc) nhân dân, của nhân dân, do nhân dân",bình dân,"có tính chất đại chúng, hợp với nhân dân, hợp với trình độ nhân dân, phổ cập"
cross,krɔs,cây thánh giá; dấu chữ thập (làm bằng tay phải để cầu khẩn hoặc tỏ vẻ thành kính đối với Chúa); đài thập ác (đài kỷ niệm trên có chữ thập),đạo Cơ-đốc,"dấu chữ thập, hình chữ thập"
accept,ək'sept,"nhận, chấp nhận, chấp thuận",thừa nhận,đảm nhận (công việc...)
statute,'stætju:t,đạo luật,"quy chế, chế độ",(kinh thánh) luật thánh
exist,ig'zist,"tồn tại, sống",hiện có,
pass,pɑ:s,"đi, đi lên; đi qua, đi ngang qua",(nghĩa bóng) trải qua,"chuyển qua, truyền, trao, đưa"
wish,wi,"lòng mong muốn, lòng ao ước; lòng thèm muốn",ý muốn; lệnh,"điều mong ước, nguyện vọng"
holding,'houldiɳ,"sự cầm, sự nắm; cách cầm, cách nắm",ruộng đất; tài sản,cổ phần
subsequent,'sʌbsikwənt,"đến sau, theo sau, xảy ra sau",,
impossible,im'pɔsəbl,không thể làm được,"không thể có được, không thể xảy ra được","không thích hợp, không tiện, không dễ dàng"
centre,'sentə,"điểm giữa, tâm; trung tâm; trung khu; trung ương",nhân vật trung tâm,"(thể dục,thể thao) trung phong (bóng đá)"
writing,'raitiɳ,"sự viết, sự viết tay, sự viết lách","kiểu viết, lối viết; chữ viết","bản viết tay; bản ghi chép, tài liệu"
competition,",kɔmpi'tiʃn",sự cạnh tranh,sự tranh giành (địa vị...),"cuộc thi; ((thể dục,thể thao)) cuộc thi đấu, đọ sức"
official,ə'fiʃəl,(thuộc) chính quyền; (thuộc) văn phòng,chính thức,"trịnh trọng, theo nghi thức"
electric,i'lektrik,"(thuộc) điện, có điện, phát điện","làm náo động, làm sôi nổi",
french,frentʃ,(thuộc) Pháp,đánh bài chuồn,tiếng Pháp
style,stail,cột đồng hồ mặt trời,(thực vật học) vòi nhuỵ,văn phong
studied,'stʌdid,"cẩn trọng, có suy nghĩ","cố tình, cố ý, có chủ tâm",
editor,'editə,người thu thập và xuất bản,"chủ bút (báo, tập san...)",người phụ trách một mục riêng (trong một tờ báo...)
drawn,drɔ:,"sự kéo; sự cố gắng, sự nỗ lực","sức quyến rũ, sức hấp dẫn, sức lôi cuốn; người có sức quyến rũ, vật có sức lôi cuốn",sự rút thăm; sự mở số; số trúng
deal,di:l,"gỗ tùng, gỗ thông",tấm ván cây,số lượng
usual,'ju: u l,"thường, thông thường, thường lệ, thường dùng, dùng quen",,
counsel,'kaunsəl,"sự hỏi ý kiến, sự bàn bạc","lời khuyên, lời chỉ bảo","ý định, dự định"
apparently,,"nhìn bên ngoài, hình như",,
attempt,ə'tempt,"sự cố gắng, sự thử","(attemper on,  upon) sự mưu hại, sự xâm phạm, sự phạm đến","cố gắng; thử, toan"
explain,iks'plein,"giảng, giảng giải, giải nghĩa","giải thích, thanh minh",thanh minh (lời nói bất nhã...)
improve,im'pru:v,"cải tiến, cải thiện, cải tạo, trau dồi (tư tưởng), mở mang (kiến thức...)","lợi dụng, tận dụng","được cải tiến, được cải thiện, trở nên tốt hơn; tiến bộ"
chance,tʃɑ:ns,"sự may rủi, sự tình cờ","sự có thể, sự có khả năng, khả năng có thể",cơ hội
liability,",laiə'biliti","trách nhiệm pháp lý, nghĩa vụ pháp lý","(số nhiều) tiền nợ, khoản phải trả","(+ to) khả năng bị, khả năng mắc, nguy cơ"
applicable,'æplikəbl,"có thể dùng được, có thể áp dụng được, có thể ứng dụng được","xứng, thích hợp",
zone,zoun,"(địa lý,địa chất) đới","khu vực, miền; vùng","(từ cổ,nghĩa cổ),  (thơ ca) dây nịt, dây dưng"
kingdom,'kiɳdəm,vương quốc,(sinh vật học) giới,(nghĩa bóng) lĩnh vực
appearance,ə'piərəns,"sự xuất hiện, sự hiện ra sự ló ra","(pháp lý) sự trình diện, sự ra hầu toà",sự xuất bản (sách)
detail,'di:teil,"chi tiết, tiểu tiết; điều tỉ mỉ, điều vụn vặt",(kỹ thuật) chi tiết (máy),"(quân sự) phân đội, chi đội (được cắt đi làm nhiệm vụ riêng lẻ)"
directed,,có hướng đi,,
passage,'pæsidʤ,"sự đi qua, sự trôi qua",lối đi,hành lang
suitable,'sju:təbl,"(+ for,  to) hợp, phù hợp, thích hợp",,
reach,ri:tʃ,"sự chìa ra, sự trải ra",sự với (tay); tầm với,"(thể dục,thể thao) tầm duỗi tay (để đấm đối phương...)"
meant,mi:n,"khoảng giữa, trung độ, trung gian, trung dung",(toán học) giá trị trung bình; số trung bình,"(số nhiều) ((thường) dùng như số ít) phương tiện, kế, biện pháp, cách"
supreme,sju:'pri:m,tối cao,"lớn nhất, quan trọng nhất",cuối cùng
testing,,sự thử; sự nghiên cứu,,
museum,mju:'ziəm,nhà bảo tàng,,
fresh,freʃ,"tươi (hoa, trứng, sữa, cá, thịt...)","tươi tắn, mơn mởn","còn rõ rệt, chưa phai mờ"
offer,'ɔfə,"sự đưa tay ra, sự tỏ ra sẵn sàng cho, sự tỏ ra sẵn sàng làm",sự chào hàng,sự trả giá
protein,protein,(hoá học) Protein,,
density,'densiti,tính dày đặc,"sự đông đúc, sự trù mật","độ dày, mật độ, độ chặt"
married,'mærid,"cưới, kết hôn, thành lập gia đình",(thuộc) vợ chồng,
exactly,ig'zæktli,"chính xác, đúng đắn","đúng như thế, đúng như vậy (dùng trong câu trả lời)",
contrast,'kɔntræst,"sự tương phản, sự trái ngược (giữa)",(+ to) cái tương phản (với),"làm tương phản, làm trái ngược; đối chiếu để làm nổi bật những điểm khác nhau; tương phản nhau, trái ngược hẳn"
generation,",dʤenə'reiʃn","sự sinh ra, sự phát sinh ra","thế hệ, đời",(điện học) sự phát điện
fell,fel,da lông (của thú vật),da người,mớ tóc bù xù; bộ lông bờm xờm
understood,",ʌndə'stænd","hiểu, nắm được ý, biết",hiểu ngầm (một từ không phát biểu trong câu),
shape,ʃeip,"hình, hình dạng, hình thù",sự thể hiện cụ thể,"loại, kiểu, hình thức"
background,'bækgraund,phía sau,nền,tình trạng không có tên tuổi; địa vị không quan trọng
mining,'mainiɳ,sự khai mỏ,,
crime,kraim,tội ác,tội lỗi,(quân sự) sự vi phạm qui chế
ancient,'einʃənt,"xưa, cổ (trước khi đế quốc La mã tan rã)","(từ cổ,nghĩa cổ) lá cờ, cờ hiệu; người cầm cờ hiệu","(từ Mỹ,nghĩa Mỹ) tác giả cổ điển"
youth,ju:θ,"tuổi trẻ, tuổi xuân, tuổi thanh niên, tuổi niên thiếu",(nghĩa bóng) buổi ban đầu; thời non trẻ,"thanh niên; tầng lớp thanh niên, lứa tuổi thanh niên"
search,sə:tʃ,"sự nhìn để tìm, sự sờ để tìm; sự khám xét, sự lục soát","sự điều tra, sự nghiên cứu",đang đi tìm cái gì
load,loud,"vậy nặng, gánh nặng","vật gánh, vật chở, vật đội (trên lưng súc vật, trên xe, tàu...)","trách nhiệm nặng nề; điều lo lắng, nỗi buồn phiền"
native,'neitiv,(thuộc) nơi sinh,"tự nhiên, bẩm sinh",(thuộc) địa phương; (thuộc) thổ dân
path,"pɑ:θ, snh pɑ:ðz","đường mòn, đường nhỏ","con đường, đường đi, đường lối",
strategy,'strætidʤi,chiến lược,,
signed,,có dấu,,
fear,fiə,"sự sợ, sự sợ hãi",sự kinh sợ,sự lo ngại; sự e ngại
english,'iɳgliʃ,(thuộc) Anh,người Anh,"tiếng Anh ((cũng) the king's,  the queen's English)"
expect,iks'pekt,"mong chờ, chờ đợi, ngóng chờ, trông mong","(thông tục) nghĩ rằng, chắc rằng, cho rằng","(thông tục) có mang, có thai"
emergency,i'mə:dʤensi,tình trạng khẩn cấp,(y học) trường hợp cấp cứu,"vững tay, đủ sức đối phó với tình thế"
bit,bit,miếng (thức ăn...); mảnh mẫu,"một chút, một tí","đoạn ngắn (của một vai kịch nói, trong sách...)"
difficulty,'difikəlti,"sự khó khăn, nỗi khó khăn, nỗi gay go; điều cản trở, điều trở ngại",(số nhiều) sự túng bấn; cảnh khó khăn,(số nhiều) sự làm khó dễ; sự phản đối
highway,'haiwei,"đường cái, quốc lộ",con đường chính (bộ hoặc thuỷ),"(nghĩa bóng) con đường, đường lối (hành động...)"
mainly,'meinli,"chính, chủ yếu",phần lớn,
machinery,mə'ʃi:nəri,"máy móc, máy","cách cấu tạo, cơ cấu các bộ phận máy","(nghĩa bóng) bộ máy, cơ quan"
organized,,"có trật tự, ngăn nắp, hữu hiệu","được sắp xếp, chuẩn bị",có chân trong nghiệp đoàn (về công nhân)
sought,si:k,"tìm, đi tìm, tìm kiếm, cố tìm cho được","mưu cầu, theo đuổi, nhằm vào, cố gắng","thỉnh cầu, yêu cầu"
schedule,'ʃedju:,"(từ Mỹ,nghĩa Mỹ) bản danh mục, bảng liệt kê; bản phụ lục","(từ Mỹ,nghĩa Mỹ) bảng giờ giấc, biểu thời gian",thời hạn
possibly,'pɔsəbli,"có lẽ, có thể",,
petition,pi'tiʃn,"sự cầu xin, sự thỉnh cầu","đơn xin, đơn thỉnh cầu; kiến nghị",(pháp lý) đơn
attack,ə'tæk,"sự tấn công, sự công kích",cơn (bệnh),"tấn công, công kích"
daily,'deili,hằng ngày,báo hàng ngày,(thông tục) người đàn bà giúp việc hằng ngày đến nhà
structural,'strʌktʃərəl,"(thuộc) kết cấu, (thuộc) cấu trúc","(thuộc) xây dựng, để xây dựng",
apart,ə'pɑ:t,"về một bên, qua một bên; riêng ra, xa ra",apart from ngoài... ra,nói thật không nói đùa
around,ə'raund,xung quanh,vòng quanh,"đó đây, chỗ này, chỗ nọ, khắp nơi"
ministry,'ministri,Bộ,chính phủ nội các,chức bộ trưởng; nhiệm kỳ bộ trưởng
award,ə'wɔ:d,"phần thưởng, tặng thưởng (do quan toà, hội đồng trọng tài, hội đồng giám khảo... quyết định ban cho)","sự quyết định của quan toà, của hội đồng giám khảo...","sự trừng phạt, hình phạt (do quan toà, hội đồng trọng tài, hội đồng giám khảo... quyết định bắt phải chịu)"
pointed,'pɔintid,"nhọn, có đầu nhọn","(nghĩa bóng) châm chọc, chua cay (lời nhận xét)","được nhấn mạnh; được làm nổi bật; được làm rõ ràng, được làm hiển nhiên"
instrument,'instrumənt,dụng cụ ((nghĩa đen) & (nghĩa bóng)),nhạc khí,"công cụ, phương tiện"
female,'fi:meil,"cái, mái","(thuộc) đàn bà con gái, nữ","yếu, nhạt, mờ"
wave,weiv,"sóng, làn sóng ((nghĩa đen) & (nghĩa bóng))",đợt,sự vẫy tay ra hiệu; cái vẫy tay
extremely,iks'tri:mli,"thái cực; mức độ cùng cực, tình trạng cùng cực",bước đường cùng,hành động cực đoan; biện pháp khắc nghiệt; biện pháp cực đoan
ought,ɔ:t,phải,nên,"nuôi ,4æʃ!æɔ5ɜɜ8θaught"
mechanism,'mekənizm,"máy móc, cơ cấu, cơ chế ((nghĩa đen) & (nghĩa bóng))","kỹ thuật, kỹ xảo",(triết học) thuyết cơ giới
all,ɔ:l,"tất cả, hết thảy, toàn bộ, suốt trọn, mọi","tất cả, tất thảy, hết thảy, toàn thể, toàn bộ",(xem) above
safe,seif,chạn (đựng đồ ăn),"tủ sắt, két bạc","an toàn, chắc chắn"
perform,pə'fɔ:m,làm (công việc...); thực hiện (lời hứa...); thi hành (lệnh); cử hành (lễ); hoàn thành (nhiệm vụ),"biểu diễn, trình bày (kịch, điệu nhảy...); đóng",đóng một vai
admitted,,tự nhận,,
chamber,'tʃeimbə,"buồng, phòng; buồng ngủ",(số nhiều) nhà có sẵn đồ đạc cho đàn ông chưa vợ,"(số nhiều) phòng luật sư; phòng làm việc của thẩm phán, phòng làm việc của quan toà"
perfect,'pə:fikt,"hoàn hảo, hoàn toàn",thành thạo,(ngôn ngữ học) hoàn thành
clerk,klɑ:k,người thư ký,"tu sĩ, giáo sĩ, mục sư ((cũng) clerk in holy orders)","(từ Mỹ,nghĩa Mỹ) người giúp việc bán hàng, nhân viên bán hàng"
attitude,'ætitju:d,"thái độ, quan điểm","tư thế, điệu bộ, dáng dấp",
slowly,'slouli,"chậm, chầm chậm",,
captain,'kæptin,"người cầm đầu, người chỉ huy, thủ lĩnh",tướng lão luyện; nhà chiến lược,(quân sự) đại uý
powerful,'pauəful,"hùng mạnh, hùng cường, mạnh mẽ","có quyền thế lớn, có quyền lực lớn, có uy quyền lớn",
feature,'fi:tʃə,"nét đặc biệt, điểm đặc trưng",(số nhiều) nét mặt,"bài đặc biệt, tranh biếm hoạ đặc biệt (trong một tờ báo)"
scene,si:n,nơi xảy ra,lớp (của bản kịch),(sân khấu) cảnh phông
greatly,'greitli,rất lắm,"cao thượng, cao cả",
trouble,'trʌbl,"điều lo lắng, điều phiền muộn","sự làm phiền, sự quấy rầy; điều phiền hà","sự chịu khó, sự cố gắng; sự khó nhọc"
talking,'tɔ:kiɳ,sự nói,"câu chuyện; chuyện nhảm nhí, chuyện bép xép","nói được, biết nói"
directors,,(Econ) Ban giám đốc.,,
indian,,(thuộc) ấn Độ,người ấn Độ,người da đỏ ở Bắc-Mỹ; người Anh-Điêng
cover,'kʌvə,"vỏ, vỏ bọc, cái bọc ngoài; bìa sách; phong bì","vung, nắp","lùm cây, bụi rậm"
double,'dʌbl,"đôi, hai, kép",gập đôi,"nước đôi, hai mặt, hai nghĩa; giả dối, không thành thật, lá mặt, lá trái"
release,ri'li:s,"sự giải thoát, sự thoát khỏi (điều lo lắng, sầu muộn, bệnh tật...)","sự thả, sự phóng thích","sự phát hành (cuốn sách, bản tin); sự đưa ra bàn (một loại ô tô mới...)"
standing,'stændiɳ,sự đứng; thế đứng,sự đỗ (xe),địa vị
mode,moud,"cách, cách thức, lối, phương thức","kiểu, mốt, thời trang","(ngôn ngữ học) lối, thức"
